,PAY_0,BILL_AMT1,PAY_0 BILL_AMT1,PAY_3 BILL_AMT1,DEFAULT
0,1.9426874735186406,-0.6425010729208543,-1.2481787860856304,0.6079930341983487,1
1,-1.0852968813128105,-0.6592187497098276,0.7154480531630062,-0.019315280703204915,1
2,-0.07596876303566018,-0.2985596575207444,0.022681207874201293,-0.008747875563618746,0
3,-0.07596876303566018,-0.05749102983507153,0.004367522422216619,-0.001684502116588054,0
4,-1.0852968813128105,-0.5786180902926416,0.6279724088657781,0.5475411375731861,0
5,-0.07596876303566018,0.17894662483269733,-0.013594353737946365,0.005243182617387741,0
6,-0.07596876303566018,4.301531153219903,-0.3267820008694729,0.1260359807948353,0
7,-0.07596876303566018,-0.5343590255848726,0.04059459419062346,0.5056591794308808,0
8,-0.07596876303566018,-0.5423851401115038,0.04120432818319418,-1.074184516756751,0
9,-1.0852968813128105,-0.695641827815454,0.7549779062388554,0.6582796565398158,0
10,-0.07596876303566018,-0.5452642201109047,0.04142304832942937,-1.0798864855776973,0
11,-1.0852968813128105,-0.5291305076614325,0.5742636897724169,0.5007114795582857,0
12,-1.0852968813128105,-0.5308144978497613,0.5760913190719715,0.5023050244523163,0
13,0.9333593552414902,0.19798657841364,0.18479262517462378,0.39210904084477094,1
14,-0.07596876303566018,0.2670437567011532,-0.0202869838729824,0.007824451478347016,0
15,0.9333593552414902,-0.008275058524560655,-0.00772360328906953,-0.00024246136552956565,0
16,-0.07596876303566018,-0.48682704446269043,0.03698364838013693,-0.9641526561600963,1
17,-0.07596876303566018,2.744125420902553,-0.2084678138406773,0.0804035880545935,0
18,0.9333593552414902,-0.695641827815454,-0.6492838078888439,0.6582796565398158,0
19,0.9333593552414902,-0.695641827815454,-0.6492838078888439,0.6582796565398158,0
20,-0.07596876303566018,-0.1747184758484076,0.013273146489679394,-0.005119296753215226,0
21,-1.0852968813128105,-0.6913503689484227,0.7503203993141841,0.6542186872937377,1
22,1.9426874735186406,-0.13765711113914045,-0.2674247454507715,-0.004033389134661525,1
23,-1.0852968813128105,-0.6207857478310346,0.6737368360844627,0.5874440157664536,1
24,-0.07596876303566018,-0.6312156225458448,0.047952670053592,-0.01849478179904305,0
25,-0.07596876303566018,-0.048935273233078745,0.0037175521763290436,-0.0014338162244338464,0
26,0.9333593552414902,-0.6971221095132591,-0.650665442659883,0.6596804339063427,1
27,-0.07596876303566018,-0.3895222888225661,0.029591526456669508,-0.011413104302743953,0
28,-1.0852968813128105,-0.686814459892763,0.7453975913621581,0.649926397014655,0
29,-0.07596876303566018,-0.48746533106633116,0.03703213822387775,-0.014282860896737833,0
30,-1.0852968813128105,-0.46957972559835576,0.5096334117196208,0.44435910568470194,0
31,1.9426874735186406,-0.2811901135620956,-0.5462645112943671,-0.008238943411134252,1
32,-0.07596876303566018,0.5678397138083567,-0.04313808066054414,0.016637851201082795,0
33,-1.0852968813128105,-0.5472198216199315,0.5938959657966643,0.5178292360006148,0
34,-1.0852968813128105,-0.5094658480428841,0.5529216960163283,0.4821029875699278,0
35,-1.0852968813128105,-0.28462599676892764,0.30890370663386724,0.2693390418798362,0
36,-0.07596876303566018,1.8371744793932132,-0.13956787268018536,0.05382968974390391,0
37,-0.07596876303566018,-0.4911999867259312,0.03731585539470169,-0.014392287278233717,0
38,0.9333593552414902,-0.695641827815454,-0.6492838078888439,0.6582796565398158,1
39,-1.0852968813128105,-0.6888787059300693,0.7476379111487089,-1.3643125246414038,0
40,-0.07596876303566018,2.273993385906067,-0.17275246467855657,0.06662859723777706,0
41,-0.07596876303566018,0.2213315714276489,-0.016814285702097354,0.0064850725688373944,0
42,-0.07596876303566018,-0.6701511053679294,0.050910550521781964,-0.019635601565401957,0
43,-0.07596876303566018,0.11245617352578198,-0.008543156398477213,0.0032949951126464722,0
44,-0.07596876303566018,-0.43860245447272794,0.0333200859306976,-0.012851165912657139,0
45,-1.0852968813128105,-0.695641827815454,0.7549779062388554,0.6582796565398158,1
